addressLine1,addressLine2,bathrooms,bedrooms,city,county,countyFips,createdDate,daysOnMarket,formattedAddress,history,id,lastSeenDate,latitude,listedDate,listingAgent,listingOffice,listingType,longitude,lotSize,mlsName,mlsNumber,price,propertyType,removedDate,squareFootage,state,stateFips,status,yearBuilt,zipCode
1537 E 33rd St,,4,8,Los Angeles,Los Angeles,037,2024-05-10T00:00:00.000Z,146,"1537 E 33rd St, Los Angeles, CA 90011","{'2024-05-09': {'event': 'Sale Listing', 'price': 1075000, 'listingType': 'Standard', 'listedDate': '2024-05-09T00:00:00.000Z', 'removedDate': '2024-10-02T00:00:00.000Z', 'daysOnMarket': 146}}","1537-E-33rd-St,-Los-Angeles,-CA-90011",2024-10-01T13:17:28.179Z,34.011927,2024-05-09T00:00:00.000Z,"{'name': 'Ariana Cuevas', 'phone': '8184706504'}","{'name': 'S&R Properties', 'phone': '8186061533', 'email': 'salmal@verizon.net'}",Standard,-118.247512,7065,CRMLS,SR24058301,1075000,Multi-Family,2024-10-02T00:00:00.000Z,,CA,06,Inactive,1923,90011
1132 E 53rd St,,2,4,Los Angeles,Los Angeles,037,2020-11-27T17:22:14.634Z,199,"1132 E 53rd St, Los Angeles, CA 90011","{'2025-05-24': {'event': 'Sale Listing', 'price': 699000, 'listingType': 'Standard', 'listedDate': '2025-05-24T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 199}}","1132-E-53rd-St,-Los-Angeles,-CA-90011",2025-12-08T13:36:00.648Z,33.994565,2025-05-24T00:00:00.000Z,{'name': 'Victor Baltazar'},"{'name': 'Realty ONE Group West', 'phone': '7146022600', 'email': 'broker@zutila.com'}",Standard,-118.255569,5118,CRMLS,PW25115182,699000,Multi-Family,,1520,CA,06,Active,1907,90011
420 E 51st St,,6,9,Los Angeles,Los Angeles,037,2023-12-08T00:00:00.000Z,255,"420 E 51st St, Los Angeles, CA 90011","{'2025-02-17': {'event': 'Sale Listing', 'price': 1150000, 'listingType': 'Standard', 'listedDate': '2025-02-17T00:00:00.000Z', 'removedDate': '2025-10-30T00:00:00.000Z', 'daysOnMarket': 255}}","420-E-51st-St,-Los-Angeles,-CA-90011",2025-10-29T11:27:48.795Z,33.996203,2025-02-17T00:00:00.000Z,"{'name': 'Hyo Kyung Pak', 'phone': '2133858808', 'email': 'karenpak77@hotmail.com'}","{'name': 'Dream Realty Asset Mgt, Inc.', 'phone': '2133808949', 'email': 'chungkenneth@yahoo.com'}",Standard,-118.266551,10049,TheMLSCLAW,25499383,1150000,Multi-Family,2025-10-30T00:00:00.000Z,3786,CA,06,Inactive,1926,90011
3710 Wall St,,6,7,Los Angeles,Los Angeles,037,2025-03-14T00:00:00.000Z,91,"3710 Wall St, Los Angeles, CA 90011","{'2025-03-13': {'event': 'Sale Listing', 'price': 1095000, 'listingType': 'Standard', 'listedDate': '2025-03-13T00:00:00.000Z', 'removedDate': '2025-06-12T00:00:00.000Z', 'daysOnMarket': 91}}","3710-Wall-St,-Los-Angeles,-CA-90011",2025-06-11T14:18:07.412Z,34.014275,2025-03-13T00:00:00.000Z,"{'name': 'Richard Diaz', 'phone': '5627542959', 'email': 'richarddiaz333@hotmail.com'}","{'name': 'First Family Homes', 'phone': '5628627373'}",Standard,-118.269965,4400,CRMLS,DW25055927,1095000,Multi-Family,2025-06-12T00:00:00.000Z,2436,CA,06,Inactive,1908,90011
1038 E 53rd St,,5,7,Los Angeles,Los Angeles,037,2023-02-02T00:00:00.000Z,43,"1038 E 53rd St, Los Angeles, CA 90011","{'2025-07-22': {'event': 'Sale Listing', 'price': 1614000, 'listingType': 'Standard', 'listedDate': '2025-07-22T00:00:00.000Z', 'removedDate': '2025-09-03T00:00:00.000Z', 'daysOnMarket': 43}}","1038-E-53rd-St,-Los-Angeles,-CA-90011",2025-09-02T12:50:59.042Z,33.994057,2025-07-22T00:00:00.000Z,"{'name': 'Kevin Messiha', 'phone': '2134000002', 'email': 'kevinmessiha@yahoo.com'}","{'name': 'Keller Williams Realty Downey', 'phone': '5623341500', 'email': 'barbhoranbroker@gmail.com'}",Standard,-118.257391,4645,CRMLS,DW25162557,1614000,Multi-Family,2025-09-03T00:00:00.000Z,3357,CA,06,Inactive,2025,90011
4427 Lima St,,2,4,Los Angeles,Los Angeles,037,2024-03-28T00:00:00.000Z,8,"4427 Lima St, Los Angeles, CA 90011","{'2025-10-14': {'event': 'Sale Listing', 'price': 760000, 'listingType': 'Standard', 'listedDate': '2025-10-14T00:00:00.000Z', 'removedDate': '2025-10-22T00:00:00.000Z', 'daysOnMarket': 8}}","4427-Lima-St,-Los-Angeles,-CA-90011",2025-10-21T11:01:01.359Z,34.003098,2025-10-14T00:00:00.000Z,"{'name': 'Michael Green', 'phone': '8186425843', 'email': 'mrdgreen@earthlink.net', 'website': 'http://mgri.net'}","{'name': 'Michael Green Realty & Inv.', 'phone': '8188323610', 'email': 'mrdgreen@earthlink.net'}",Standard,-118.246896,7543,CRMLS,SR24061269,760000,Multi-Family,2025-10-22T00:00:00.000Z,2076,CA,06,Inactive,1908,90011
339 E 35th St,,2,3,Los Angeles,Los Angeles,037,2025-04-04T00:00:00.000Z,9,"339 E 35th St, Los Angeles, CA 90011","{'2025-04-03': {'event': 'Sale Listing', 'price': 675000, 'listingType': 'Standard', 'listedDate': '2025-04-03T00:00:00.000Z', 'removedDate': '2025-04-12T00:00:00.000Z', 'daysOnMarket': 9}}","339-E-35th-St,-Los-Angeles,-CA-90011",2025-04-11T12:11:01.782Z,34.016048,2025-04-03T00:00:00.000Z,"{'name': 'Brian Noh, Ccim', 'phone': '2138047647', 'email': 'brian@nohco.com', 'website': 'https://nohco.com'}","{'name': 'Nohco Real Estate', 'phone': '2138047647', 'email': 'brian@nohco.com'}",Standard,-118.268577,5000,CRMLS,OC25072522,675000,Single Family,2025-04-12T00:00:00.000Z,1148,CA,06,Inactive,1906,90011
4725 Compton Ave,,1,2,Los Angeles,Los Angeles,037,2023-02-11T00:00:00.000Z,691,"4725 Compton Ave, Los Angeles, CA 90011","{'2023-02-11': {'event': 'Sale Listing', 'price': 450000, 'listingType': 'Standard', 'listedDate': '2023-02-11T00:00:00.000Z', 'removedDate': '2025-01-02T00:00:00.000Z', 'daysOnMarket': 691}}","4725-Compton-Ave,-Los-Angeles,-CA-90011",2025-01-01T10:30:06.764Z,34.000423,2023-02-11T00:00:00.000Z,"{'name': 'William Taylor', 'phone': '3232340466', 'email': 'btaylor.figi@gmail.com'}","{'name': 'Future Investment Group Intern', 'phone': '3232340466'}",Standard,-118.248031,2731,TheMLSCLAW,23-240901,450000,Single Family,2025-01-02T00:00:00.000Z,1029,CA,06,Inactive,1896,90011
1526 E 32nd St,,2,4,Los Angeles,Los Angeles,037,2021-10-25T16:25:38.070Z,193,"1526 E 32nd St, Los Angeles, CA 90011","{'2025-02-07': {'event': 'Sale Listing', 'price': 715000, 'listingType': 'Standard', 'listedDate': '2025-02-07T00:00:00.000Z', 'removedDate': '2025-08-19T00:00:00.000Z', 'daysOnMarket': 193}}","1526-E-32nd-St,-Los-Angeles,-CA-90011",2025-08-18T12:32:12.831Z,34.012338,2025-02-07T00:00:00.000Z,"{'name': 'Azeneth Gonzalez', 'phone': '3238551222', 'email': 'azenthhomes@outlook.com'}","{'name': 'Realty Executives Comm. & Res.', 'phone': '5622051700', 'email': 'tc@realtyexecutives100.com'}",Standard,-118.247499,3563,CRMLS,RS25022525,715000,Multi-Family,2025-08-19T00:00:00.000Z,1700,CA,06,Inactive,1985,90011
462 E 32nd St,,2,5,Los Angeles,Los Angeles,037,2023-11-02T00:00:00.000Z,42,"462 E 32nd St, Los Angeles, CA 90011","{'2025-09-06': {'event': 'Sale Listing', 'price': 850000, 'listingType': 'Standard', 'listedDate': '2025-09-06T00:00:00.000Z', 'removedDate': '2025-10-18T00:00:00.000Z', 'daysOnMarket': 42}}","462-E-32nd-St,-Los-Angeles,-CA-90011",2025-10-17T12:50:45.760Z,34.017728,2025-09-06T00:00:00.000Z,"{'name': 'John Kim', 'phone': '8888773711', 'email': 'brokerjohnkim@gmail.com', 'website': 'http://www.cozmorealty.com'}","{'name': 'Cozmo Realty, Inc.', 'phone': '2138049555'}",Standard,-118.266609,4998,TheMLSCLAW,25588537,850000,Multi-Family,2025-10-18T00:00:00.000Z,1855,CA,06,Inactive,1903,90011
634 E 52nd Pl,,1,3,Los Angeles,Los Angeles,037,2024-09-11T00:00:00.000Z,45,"634 E 52nd Pl, Los Angeles, CA 90011","{'2024-09-10': {'event': 'Sale Listing', 'price': 588000, 'listingType': 'Standard', 'listedDate': '2024-09-10T00:00:00.000Z', 'removedDate': '2024-10-25T00:00:00.000Z', 'daysOnMarket': 45}}","634-E-52nd-Pl,-Los-Angeles,-CA-90011",2024-10-24T13:50:47.449Z,33.994785,2024-09-10T00:00:00.000Z,{'name': 'Anita Sever'},"{'name': 'Hugh Borax', 'phone': '3104523284'}",Standard,-118.264317,4443,TheMLSCLAW,24-433585,588000,Single Family,2024-10-25T00:00:00.000Z,1100,CA,06,Inactive,1911,90011
4216 Woodlawn Ave,,4,4,Los Angeles,Los Angeles,037,2024-04-17T00:00:00.000Z,193,"4216 Woodlawn Ave, Los Angeles, CA 90011","{'2024-04-16': {'event': 'Sale Listing', 'price': 980000, 'listingType': 'Standard', 'listedDate': '2024-04-16T00:00:00.000Z', 'removedDate': '2025-03-19T00:00:00.000Z', 'daysOnMarket': 337}, '2025-03-24': {'event': 'Sale Listing', 'price': 985000, 'listingType': 'Standard', 'listedDate': '2025-03-24T00:00:00.000Z', 'removedDate': '2025-10-03T00:00:00.000Z', 'daysOnMarket': 193}}","4216-Woodlawn-Ave,-Los-Angeles,-CA-90011",2025-10-02T12:02:52.217Z,34.006922,2025-03-24T00:00:00.000Z,"{'name': 'Daniel Rinsch', 'phone': '3108290629', 'email': 'drinsch@gmail.com', 'website': 'http://www.bhhscalifornia.com/real-estate-agent/rinsch-daniel/5352'}","{'name': 'Coldwell Banker Realty', 'phone': '3104580091', 'email': 'sarah.kosasky@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com//ca/santa-monica/office/santa-monica/oid_5933/'}",Standard,-118.272467,7130,TheMLSCLAW,25515239,985000,Multi-Family,2025-10-03T00:00:00.000Z,2280,CA,06,Inactive,1923,90011
4210 Woodlawn Ave,,6,11,Los Angeles,Los Angeles,037,2022-08-05T15:54:20.255Z,183,"4210 Woodlawn Ave, Los Angeles, CA 90011","{'2025-01-10': {'event': 'Sale Listing', 'price': 999000, 'listingType': 'Standard', 'listedDate': '2025-01-10T00:00:00.000Z', 'removedDate': '2025-07-12T00:00:00.000Z', 'daysOnMarket': 183}}","4210-Woodlawn-Ave,-Los-Angeles,-CA-90011",2025-07-11T13:30:46.613Z,34.007059,2025-01-10T00:00:00.000Z,"{'name': 'Christian Limon', 'phone': '5628061000', 'email': 'chris.limon@me.com'}","{'name': 'CENTURY 21 A Better Service Realty', 'phone': '5628061000', 'email': 'dsarinana@aol.com', 'website': 'http://www.c21abetterservice.com/'}",Standard,-118.272467,7128,CRMLS,DW25006905,999000,Multi-Family,2025-07-12T00:00:00.000Z,7128,CA,06,Inactive,1922,90011
4421 Wall St,,3,4,Los Angeles,Los Angeles,037,2022-08-05T17:38:32.068Z,58,"4421 Wall St, Los Angeles, CA 90011","{'2025-10-07': {'event': 'Sale Listing', 'price': 765000, 'listingType': 'Standard', 'listedDate': '2025-10-07T00:00:00.000Z', 'removedDate': '2025-12-04T00:00:00.000Z', 'daysOnMarket': 58}}","4421-Wall-St,-Los-Angeles,-CA-90011",2025-12-03T12:21:42.244Z,34.003116,2025-10-07T00:00:00.000Z,"{'name': 'Max Berger', 'phone': '8183214972', 'email': 'max@kennystevensteam.com'}","{'name': 'COMPASS', 'phone': '3102305478', 'email': 'nathonas.duro@compass.com'}",Standard,-118.271923,3413,TheMLSCLAW,25602921,765000,Multi-Family,2025-12-04T00:00:00.000Z,1512,CA,06,Inactive,1955,90011
4439 Lima St,,2,3,Los Angeles,Los Angeles,037,2025-09-10T00:00:00.000Z,38,"4439 Lima St, Los Angeles, CA 90011","{'2025-09-09': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-09-09T00:00:00.000Z', 'removedDate': '2025-10-09T00:00:00.000Z', 'daysOnMarket': 30}, '2025-11-01': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-11-01T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 38}}","4439-Lima-St,-Los-Angeles,-CA-90011",2025-12-08T13:47:21.270Z,34.002821,2025-11-01T00:00:00.000Z,"{'name': 'Jacqueline Luna', 'phone': '6265334197', 'email': 'jmluna79@gmail.com'}","{'name': 'COLDWELL BANKER LEADERS', 'phone': '6266714100'}",Standard,-118.246811,3768,CRMLS,CV25204175,650000,Single Family,,1013,CA,06,Active,1908,90011
1549 E 33rd St,,3,18,Los Angeles,Los Angeles,037,2021-05-12T17:20:06.892Z,110,"1549 E 33rd St, Los Angeles, CA 90011","{'2025-02-18': {'event': 'Sale Listing', 'price': 700000, 'listingType': 'Standard', 'listedDate': '2025-02-18T00:00:00.000Z', 'removedDate': '2025-08-19T00:00:00.000Z', 'daysOnMarket': 182}, '2025-08-21': {'event': 'Sale Listing', 'price': 700000, 'listingType': 'Standard', 'listedDate': '2025-08-21T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 110}}","1549-E-33rd-St,-Los-Angeles,-CA-90011",2025-12-08T14:05:50.261Z,34.011826,2025-08-21T00:00:00.000Z,"{'name': 'Alfredo Martinez', 'phone': '3235627777', 'email': 'alfredo90047@gmail.com'}","{'name': 'Big Block Powerhouse Realty', 'phone': '3235627777', 'email': 'chico@centurypowerhouse.com', 'website': 'http://www.century21powerhouse.com/'}",Standard,-118.247108,5140,CRMLS,DW25188617,700000,Multi-Family,,5147,CA,06,Active,1964,90011
4614 Wall St,,2,6,Los Angeles,Los Angeles,037,2021-03-06T15:14:39.101Z,138,"4614 Wall St, Los Angeles, CA 90011","{'2025-04-05': {'event': 'Sale Listing', 'price': 799000, 'listingType': 'Standard', 'listedDate': '2025-04-05T00:00:00.000Z', 'removedDate': '2025-08-21T00:00:00.000Z', 'daysOnMarket': 138}}","4614-Wall-St,-Los-Angeles,-CA-90011",2025-08-20T12:44:43.609Z,34.00149,2025-04-05T00:00:00.000Z,"{'name': 'Young Park', 'phone': '8589529199', 'email': 'yjpark@newstarreality.com'}","{'name': 'NEW STAR REALTY & INVESTMENTS', 'phone': '7148328888', 'email': 'irvine@newstarrealty.com', 'website': 'http://irvine.newstarrealty.com'}",Standard,-118.271445,6302,CRMLS,PW25074523,799000,Multi-Family,2025-08-21T00:00:00.000Z,2310,CA,06,Inactive,1923,90011
1243 E 53rd St,,2,4,Los Angeles,Los Angeles,037,2024-10-03T00:00:00.000Z,155,"1243 E 53rd St, Los Angeles, CA 90011","{'2024-10-03': {'event': 'Sale Listing', 'price': 700000, 'listingType': 'Standard', 'listedDate': '2024-10-03T00:00:00.000Z', 'removedDate': '2025-03-07T00:00:00.000Z', 'daysOnMarket': 155}}","1243-E-53rd-St,-Los-Angeles,-CA-90011",2025-03-06T12:41:04.920Z,33.995091,2024-10-03T00:00:00.000Z,"{'name': 'David Prieto', 'phone': '8184223831', 'email': 'david@syncbrokerage.com', 'website': 'https://www.davidprieto.realestate/'}","{'name': 'Sync Brokerage, Inc.', 'phone': '8187703660', 'email': 'mire@uniquelyla.com', 'website': 'www.integralre.com'}",Standard,-118.253192,5402,CRMLS,SR24204885,700000,Single Family,2025-03-07T00:00:00.000Z,1636,CA,06,Inactive,1905,90011
4618 Wall St,,3,5,Los Angeles,Los Angeles,037,2022-10-26T08:56:21.355Z,119,"4618 Wall St, Los Angeles, CA 90011","{'2025-08-12': {'event': 'Sale Listing', 'price': 755000, 'listingType': 'Standard', 'listedDate': '2025-08-12T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 119}}","4618-Wall-St,-Los-Angeles,-CA-90011",2025-12-08T14:03:34.064Z,34.001363,2025-08-12T00:00:00.000Z,"{'name': 'Alex Avilez', 'phone': '6262906900', 'email': 'alexavilez@alexavilez.com'}","{'name': 'JohnHart Real Estate', 'phone': '8182461099', 'email': 'johnhart@jhhre.com', 'website': 'http://www.johnhartrealestate.com/page-free-property-evaluation-33.html'}",Standard,-118.271444,6669,CRMLS,CV25175187,755000,Multi-Family,,2231,CA,06,Active,1906,90011
4146 Woodlawn Ave,,6,9,Los Angeles,Los Angeles,037,2023-03-02T00:00:00.000Z,276,"4146 Woodlawn Ave, Los Angeles, CA 90011","{'2024-06-24': {'event': 'Sale Listing', 'price': 929000, 'listingType': 'Standard', 'listedDate': '2024-06-24T00:00:00.000Z', 'removedDate': '2025-03-27T00:00:00.000Z', 'daysOnMarket': 276}}","4146-Woodlawn-Ave,-Los-Angeles,-CA-90011",2025-03-26T12:36:20.579Z,34.008322,2024-06-24T00:00:00.000Z,"{'name': 'Janice Harrison', 'phone': '5627087287', 'email': 'genharrison1@cs.com', 'website': 'https://www.americanhomeloansandrealty.com'}","{'name': 'American Home Loans & Realty.C', 'phone': '5628614100', 'email': 'genharrison1@cs.com'}",Standard,-118.272577,3865,CRMLS,DW24128333,929000,Multi-Family,2025-03-27T00:00:00.000Z,4320,CA,06,Inactive,1906,90011
1583 E Martin Luther King Jr Blvd,,1,2,Los Angeles,Los Angeles,037,2025-06-29T00:00:00.000Z,131,"1583 E Martin Luther King Jr Blvd, Los Angeles, CA 90011","{'2025-06-28': {'event': 'Sale Listing', 'price': 569000, 'listingType': 'Standard', 'listedDate': '2025-06-28T00:00:00.000Z', 'removedDate': '2025-11-06T00:00:00.000Z', 'daysOnMarket': 131}}","1583-E-Martin-Luther-King-Jr-Blvd,-Los-Angeles,-CA-90011",2025-11-05T12:33:29.135Z,34.010765,2025-06-28T00:00:00.000Z,"{'name': 'Regina Hunter', 'phone': '9096437737', 'email': 'phil@axosproperties.com'}","{'name': 'Axos Proerties Inc', 'email': 'phil@axosproperties.com'}",Standard,-118.246565,5142,CRMLS,CV25145259,569000,Single Family,2025-11-06T00:00:00.000Z,1144,CA,06,Inactive,1906,90011
1407 E 50th St,,,8,Los Angeles,Los Angeles,037,2025-02-06T00:00:00.000Z,45,"1407 E 50th St, Los Angeles, CA 90011","{'2025-02-06': {'event': 'Sale Listing', 'price': 720000, 'listingType': 'Standard', 'listedDate': '2025-02-06T00:00:00.000Z', 'removedDate': '2025-09-26T00:00:00.000Z', 'daysOnMarket': 232}, '2025-10-25': {'event': 'Sale Listing', 'price': 720000, 'listingType': 'Standard', 'listedDate': '2025-10-25T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 45}}","1407-E-50th-St,-Los-Angeles,-CA-90011",2025-12-08T13:55:34.719Z,33.99772,2025-10-25T00:00:00.000Z,"{'name': 'Jaime A Moreno', 'phone': '3234948602', 'email': 'jaemoreno8@gmail.com'}","{'name': 'Excellence Real Estate HD', 'phone': '7605143027', 'website': 'http://www.noelsenarealestate.com'}",Standard,-118.249644,4979,CRMLS,HD25026442,720000,Multi-Family,,2141,CA,06,Active,1928,90011
1241 E Adams Blvd,,2,2,Los Angeles,Los Angeles,037,2020-12-17T16:56:01.610Z,39,"1241 E Adams Blvd, Los Angeles, CA 90011","{'2024-10-14': {'event': 'Sale Listing', 'price': 600000, 'listingType': 'Standard', 'listedDate': '2024-10-14T00:00:00.000Z', 'removedDate': '2024-11-22T00:00:00.000Z', 'daysOnMarket': 39}}","1241-E-Adams-Blvd,-Los-Angeles,-CA-90011",2024-11-21T13:34:48.976Z,34.017335,2024-10-14T00:00:00.000Z,"{'name': 'Aaron Rivas', 'phone': '6264078020', 'email': 'rivascovina@aol.com', 'website': 'http://www.aaronrivas.c21.com'}","{'name': 'CENTURY 21 Citrus Realty', 'phone': '9095928500', 'email': 'lucy@c21citrus.com', 'website': 'http://www.c21citrus.com/'}",Standard,-118.250987,6066,CRMLS,CV24212853,600000,Multi-Family,2024-11-22T00:00:00.000Z,1842,CA,06,Inactive,1902,90011
320 E 35th St,,5,8,Los Angeles,Los Angeles,037,2021-02-11T15:23:42.330Z,292,"320 E 35th St, Los Angeles, CA 90011","{'2024-11-02': {'event': 'Sale Listing', 'price': 1169000, 'listingType': 'Standard', 'listedDate': '2024-11-02T00:00:00.000Z', 'removedDate': '2025-08-21T00:00:00.000Z', 'daysOnMarket': 292}}","320-E-35th-St,-Los-Angeles,-CA-90011",2025-08-20T11:48:44.474Z,34.015811,2024-11-02T00:00:00.000Z,"{'name': 'Truc Doan', 'phone': '8584674727', 'email': 'doanestate@gmail.com'}","{'name': 'Vui Group', 'phone': '9098456789'}",Standard,-118.269327,4996,CRMLS,PW24226487,1169000,Multi-Family,2025-08-21T00:00:00.000Z,2600,CA,06,Inactive,1902,90011
718 E 27th St,,3,5,Los Angeles,Los Angeles,037,2022-06-13T16:40:06.371Z,47,"718 E 27th St, Los Angeles, CA 90011",,"718-E-27th-St,-Los-Angeles,-CA-90011",2024-06-26T13:13:12.078Z,34.020159,2024-05-11T00:00:00.000Z,,,,-118.261298,5033,,,799000,Multi-Family,2024-06-27T00:00:00.000Z,1990,CA,06,Inactive,1903,90011
3721 Wall St,,2,4,Los Angeles,Los Angeles,037,2024-05-07T00:00:00.000Z,91,"3721 Wall St, Los Angeles, CA 90011",,"3721-Wall-St,-Los-Angeles,-CA-90011",2024-08-05T13:23:12.989Z,34.01419,2024-05-07T00:00:00.000Z,"{'name': 'Daniel Kim', 'phone': '9499238443', 'email': 'daniel@cenocore.com'}","{'name': 'CenoCORE', 'phone': '2137991122', 'email': 'jacobchoirealtor@gmail.com'}",Standard,-118.270616,4402,TheMLSCLAW,24-388703,699000,Multi-Family,2024-08-06T00:00:00.000Z,1714,CA,06,Inactive,1921,90011
317 E 36th St,,4,4,Los Angeles,Los Angeles,037,2025-11-14T00:00:00.000Z,25,"317 E 36th St, Los Angeles, CA 90011","{'2025-11-14': {'event': 'Sale Listing', 'price': 695000, 'listingType': 'Standard', 'listedDate': '2025-11-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 25}}","317-E-36th-St,-Los-Angeles,-CA-90011",2025-12-08T13:10:12.894Z,34.015542,2025-11-14T00:00:00.000Z,"{'name': 'Manny Martinez', 'phone': '5628642731', 'email': 'mannybhrealtor@gmail.com'}","{'name': 'Coldwell Banker Alliance Rty', 'phone': '5628602625', 'email': 'sussieperalta@envisioncb.com'}",Standard,-118.269648,5005,CRMLS,DW25258104,695000,Multi-Family,,2868,CA,06,Active,1912,90011
1124 E 25th St,,3,,Los Angeles,Los Angeles,037,2025-11-20T00:00:00.000Z,235,"1124 E 25th St, Los Angeles, CA 90011","{'2025-04-18': {'event': 'Sale Listing', 'price': 1100000, 'listingType': 'Standard', 'listedDate': '2025-04-18T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 235}}","1124-E-25th-St,-Los-Angeles,-CA-90011",2025-12-08T13:21:33.710Z,34.019188,2025-04-18T00:00:00.000Z,"{'name': 'Sonia Hernandez', 'phone': '6262618577', 'email': 'homesbysonia@gmail.com', 'website': 'http://www.soniahernandezrealtor.com'}","{'name': 'Wallstreet Realty', 'phone': '6267876014', 'email': 'realtorhomesearch@gmail.com', 'website': 'http://www.wallstrealty.com'}",Standard,-118.253762,6003,CRMLS,DW25085260,1100000,Multi-Family,,,CA,06,Active,1906,90011
1124-1126 E 25th St,,3,10,Los Angeles,Los Angeles,037,2025-04-19T00:00:00.000Z,216,"1124-1126 E 25th St, Los Angeles, CA 90011","{'2025-04-18': {'event': 'Sale Listing', 'price': 1100000, 'listingType': 'Standard', 'listedDate': '2025-04-18T00:00:00.000Z', 'removedDate': '2025-11-20T00:00:00.000Z', 'daysOnMarket': 216}}","1124-1126-E-25th-St,-Los-Angeles,-CA-90011",2025-11-19T11:20:20.862Z,34.019188,2025-04-18T00:00:00.000Z,"{'name': 'Sonia Hernandez', 'phone': '6262618577', 'email': 'homesbysonia@gmail.com', 'website': 'http://www.soniahernandezrealtor.com'}","{'name': 'Wallstreet Realty', 'phone': '6267876014', 'email': 'realtorhomesearch@gmail.com', 'website': 'http://www.wallstrealty.com'}",Standard,-118.253762,6003,CRMLS,DW25085260,1100000,Multi-Family,2025-11-20T00:00:00.000Z,3090,CA,06,Inactive,1906,90011
281 E 48th St,,3,5,Los Angeles,Los Angeles,037,2023-10-26T00:00:00.000Z,151,"281 E 48th St, Los Angeles, CA 90011","{'2024-09-19': {'event': 'Sale Listing', 'price': 799000, 'listingType': 'Standard', 'listedDate': '2024-09-19T00:00:00.000Z', 'removedDate': '2024-09-26T00:00:00.000Z', 'daysOnMarket': 7}, '2024-10-03': {'event': 'Sale Listing', 'price': 794000, 'listingType': 'Standard', 'listedDate': '2024-10-03T00:00:00.000Z', 'removedDate': '2025-03-03T00:00:00.000Z', 'daysOnMarket': 151}}","281-E-48th-St,-Los-Angeles,-CA-90011",2025-03-02T12:49:42.485Z,33.999535,2024-10-03T00:00:00.000Z,"{'name': 'Vianey Cobian Moreno', 'phone': '5596477963', 'email': 'vianey39@yahoo.com'}","{'name': 'Altura Realty', 'phone': '5598009991', 'email': 'travis@alturarealtyco.com'}",Standard,-118.270681,5179,Fresno,619417,794000,Single Family,2025-03-03T00:00:00.000Z,1702,CA,06,Inactive,1922,90011
281 E 48th Pl,,2,4,Los Angeles,Los Angeles,037,2024-11-06T00:00:00.000Z,117,"281 E 48th Pl, Los Angeles, CA 90011","{'2024-11-05': {'event': 'Sale Listing', 'price': 799000, 'listingType': 'Standard', 'listedDate': '2024-11-05T00:00:00.000Z', 'removedDate': '2025-03-02T00:00:00.000Z', 'daysOnMarket': 117}}","281-E-48th-Pl,-Los-Angeles,-CA-90011",2025-03-01T13:11:08.465Z,33.999535,2024-11-05T00:00:00.000Z,"{'name': 'Travis Justice', 'phone': '5594750583', 'email': 'travisjustice12@gmail.com'}","{'name': 'Altura Realty', 'phone': '5598009991'}",Standard,-118.270681,5242,TheMLSCLAW,24-460099,799000,Multi-Family,2025-03-02T00:00:00.000Z,1790,CA,06,Inactive,1913,90011
4348 Lima St,,2,2,Los Angeles,Los Angeles,037,2020-09-22T00:09:11.644Z,37,"4348 Lima St, Los Angeles, CA 90011","{'2024-10-14': {'event': 'Sale Listing', 'price': 569000, 'listingType': 'Standard', 'listedDate': '2024-10-14T00:00:00.000Z', 'removedDate': '2025-05-29T00:00:00.000Z', 'daysOnMarket': 227}, '2025-06-11': {'event': 'Sale Listing', 'price': 519000, 'listingType': 'Standard', 'listedDate': '2025-06-11T00:00:00.000Z', 'removedDate': '2025-07-18T00:00:00.000Z', 'daysOnMarket': 37}}","4348-Lima-St,-Los-Angeles,-CA-90011",2025-07-17T14:35:02.938Z,34.004195,2025-06-11T00:00:00.000Z,"{'name': 'Vanessa Guzman Orozco', 'phone': '4243938857', 'email': 'vanessaguzman.d.realtor@gmail.com'}","{'name': 'Champions Real Estate', 'phone': '9099490605', 'email': 'jeff@championsre.com'}",Standard,-118.246069,1747,CRMLS,IV25130038,519000,Single Family,2025-07-18T00:00:00.000Z,630,CA,06,Inactive,1924,90011
